"項目","単位","1980_S55","1981_S56","1982_S57","1983_S58","1984_S59","1985_S60","1986_S61","1987_S62","1988_S63","1989_H1","1990_H2","1991_H3","1992_H4","1993_H5","1994_H6","1995_H7","1996_H8","1997_H9","1998_H10","1999_H11","2000_H12","2001_H13","2002_H14","2003_H15","2004_H16","2005_H17","有効数字(少数桁)"
"農業編（農作物・家畜）_21_販売農家_きゅうり（販売のあった収穫農家の収穫面積）","ha","…","","","","","…","","","","","…","","","","","25.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_トマト（収穫農家数）","戸","…","","","","","…","","","","","…","","","","","5688.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_トマト（収穫面積）","ha","…","","","","","…","","","","","…","","","","","43.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_トマト（販売のあった収穫農家数）","戸","…","","","","","…","","","","","…","","","","","438.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_トマト（販売のあった収穫農家の収穫面積）","ha","…","","","","","…","","","","","…","","","","","32.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_キャベツ（収穫農家数）","戸","…","","","","","…","","","","","…","","","","","7401.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_キャベツ（収穫面積）","ha","…","","","","","…","","","","","…","","","","","261.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_キャベツ（販売のあった収穫農家数）","戸","…","","","","","…","","","","","…","","","","","1567.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_キャベツ（販売のあった収穫農家の収穫面積）","ha","…","","","","","…","","","","","…","","","","","244.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_結球はくさい（収穫農家数）","戸","…","","","","","…","","","","","…","","","","","7500.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_結球はくさい（収穫面積）","ha","…","","","","","…","","","","","…","","","","","130.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_結球はくさい（販売のあった収穫農家数）","戸","…","","","","","…","","","","","…","","","","","763.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_結球はくさい（販売のあった収穫農家の収穫面積）","ha","…","","","","","…","","","","","…","","","","","112.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_だいこん（収穫農家数）","戸","…","","","","","…","","","","","…","","","","","9568.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_だいこん（収穫面積）","ha","…","","","","","…","","","","","…","","","","","151.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_だいこん（販売のあった収穫農家数）","戸","…","","","","","…","","","","","…","","","","","838.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_だいこん（販売のあった収穫農家の収穫面積）","ha","…","","","","","…","","","","","…","","","","","123.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_りんご（栽培農家数）","戸","…","","","","","…","","","","","…","","","","","64.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_りんご（栽培面積）","ha","…","","","","","…","","","","","…","","","","","11.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_ぶどう（栽培農家数）","戸","…","","","","","…","","","","","…","","","","","492.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_ぶどう（栽培面積）","ha","…","","","","","…","","","","","…","","","","","96.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_温州みかん（栽培農家数）","戸","…","","","","","…","","","","","…","","","","","13200.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家_温州みかん（栽培面積）","ha","…","","","","","…","","","","","…","","","","","7304.0","","","","","…","","","","","…",""
"農業編（農作物・家畜）_21_販売農家","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農作物・家畜）_21_販売農家_水稲（販売目的で作付けした農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","12341.0","","","","","9527.0",""
"農業編（農作物・家畜）_21_販売農家_水稲（販売目的で作付けした作付け面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","5055.0","","","","","4342.1",""
"農業編（農作物・家畜）_21_販売農家_小麦（販売目的で作付けした農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","10.0","","","","","11.0",""
"農業編（農作物・家畜）_21_販売農家_小麦（販売目的で作付けした作付け面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","1.0","","","","","1.06",""
"農業編（農作物・家畜）_21_販売農家_ばれいしょ（販売目的で作付けした農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","417.0","","","","","638.0",""
"農業編（農作物・家畜）_21_販売農家_ばれいしょ（販売目的で作付けした作付け面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","10.0","","","","","13.06",""
"農業編（農作物・家畜）_21_販売農家_大豆（販売目的で作付けした農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","362.0","","","","","371.0",""
"農業編（農作物・家畜）_21_販売農家_大豆（販売目的で作付けした作付け面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","24.0","","","","","18.68",""
"農業編（農作物・家畜）_21_販売農家_トマト（販売目的で作付けした農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","479.0","","","","","629.0",""
"農業編（農作物・家畜）_21_販売農家_トマト（販売目的で作付けした作付け面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","33.0","","","","","18.97",""
"農業編（農作物・家畜）_21_販売農家_きゅうり（販売目的で作付けした農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","451.0","","","","","857.0",""
"農業編（農作物・家畜）_21_販売農家_きゅうり（販売目的で作付けした作付け面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","25.0","","","","","24.13",""
"農業編（農作物・家畜）_21_販売農家_結球はくさい（販売目的で作付けした農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","839.0","","","","","1183.0",""
"農業編（農作物・家畜）_21_販売農家_結球はくさい（販売目的で作付けした作付け面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","140.0","","","","","109.14",""
"農業編（農作物・家畜）_21_販売農家_キャベツ（販売目的で作付けした農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","1290.0","","","","","1439.0",""
"農業編（農作物・家畜）_21_販売農家_キャベツ（販売目的で作付けした作付け面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","215.0","","","","","167.44",""
"農業編（農作物・家畜）_21_販売農家_だいこん（販売目的で作付けした農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","809.0","","","","","1375.0",""
"農業編（農作物・家畜）_21_販売農家_だいこん（販売目的で作付けした作付け面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","122.0","","","","","97.15",""
"農業編（農作物・家畜）_21_販売農家_りんご（販売目的で作付けした農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","17.0","","","","","20.0",""
"農業編（農作物・家畜）_21_販売農家_りんご（販売目的で作付けした作付け面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","4.0","","","","","2.92",""
"農業編（農作物・家畜）_21_販売農家_ぶどう（販売目的で作付けした農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","390.0","","","","","367.0",""
"農業編（農作物・家畜）_21_販売農家_ぶどう（販売目的で作付けした作付け面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","88.0","","","","","82.88",""
"農業編（農作物・家畜）_21_販売農家_温州みかん（販売目的で作付けした農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","11051.0","","","","","9624.0",""
"農業編（農作物・家畜）_21_販売農家_温州みかん（販売目的で作付けした作付け面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","7016.0","","","","","6396.12",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農作物・家畜）_22_施設園芸の施設のある農家数と施設面積","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
